visitNumber,visitId,visitStart,date,hits1,newVisits,timeOnSite,transactionRevenue,referralPath,browser,deviceCategory,isMobile,city,country,region,pageTitle,fullVisitorId,channelGrouping,socialEngagementType
1.0,1486939484.0,22:44:44,02/12/2017,1,1,0,0,,Safari,desktop,false,not available in demo dataset,United States,North America,Home,3.0726E+18,Affiliates,Not Socially Engaged
6.0,1500774590.0,01:49:50,07/22/2017,1,0,0,0,,Chrome,mobile,true,San Francisco,United States,North America,Home,7.33622E+18,Direct,Not Socially Engaged
2.0,1500738789.0,15:53:09,07/22/2017,1,0,0,0,,Safari,mobile,true,London,United Kingdom,EMEA,Home,7.70034E+18,Organic Search,Not Socially Engaged
1.0,1500747172.0,18:12:52,07/22/2017,1,1,0,0,,Internet Explorer,desktop,false,San Francisco,United States,North America,Home,8.82554E+18,Direct,Not Socially Engaged
1.0,1472939844.0,21:57:24,09/03/2016,1,1,0,0,/intl/ALL/permissions/using-the-logo.html,Safari (in-app),tablet,true,not available in demo dataset,Germany,EMEA,Home,5.67099E+18,Referral,Not Socially Engaged
4.0,1472933544.0,20:12:24,09/03/2016,1,0,0,0,,Chrome,mobile,true,not available in demo dataset,United States,North America,Home,2.25759E+18,Paid Search,Not Socially Engaged
4.0,1486948275.0,01:11:15,02/12/2017,1,0,0,0,,Safari,mobile,true,not available in demo dataset,United States,North America,Home,5.33011E+18,Organic Search,Not Socially Engaged
1.0,1500776120.0,02:15:20,07/22/2017,1,1,0,0,,Chrome,desktop,false,not available in demo dataset,Taiwan,APAC,Home,8.01042E+18,Affiliates,Not Socially Engaged
1.0,1472887699.0,07:28:19,09/03/2016,1,1,0,0,,Chrome,desktop,false,not available in demo dataset,Canada,North America,Home,1.48431E+16,Display,Not Socially Engaged
2.0,1472890246.0,08:10:46,09/03/2016,1,0,0,0,,Chrome,mobile,true,not available in demo dataset,United States,North America,Home,1.867E+18,Organic Search,Not Socially Engaged
3.0,1472934817.0,20:33:37,09/03/2016,1,0,0,0,/,Chrome,desktop,false,not available in demo dataset,United States,North America,Home,1.11149E+18,Referral,Not Socially Engaged
1.0,1472930237.0,19:17:17,09/03/2016,1,1,0,0,,Safari,mobile,true,San Francisco,United States,North America,Home,8.88945E+18,Organic Search,Not Socially Engaged
4.0,1486949584.0,01:33:04,02/12/2017,1,0,0,0,,Chrome,desktop,false,not available in demo dataset,Colombia,,Home,8.34993E+18,Affiliates,Not Socially Engaged
1.0,1486895684.0,10:34:44,02/12/2017,1,1,0,0,,Chrome,desktop,false,not available in demo dataset,Tanzania,,Home,7.53081E+18,Affiliates,Not Socially Engaged
2.0,1500728936.0,13:08:56,07/22/2017,1,0,0,0,,Safari,tablet,true,not available in demo dataset,United States,North America,Home,2.3276E+18,Organic Search,Not Socially Engaged
1.0,1500753415.0,19:56:55,07/22/2017,1,1,0,0,,0,desktop,false,not available in demo dataset,United Kingdom,EMEA,Home,5.29075E+18,Direct,Not Socially Engaged
1.0,1472955597.0,02:19:57,09/03/2016,1,1,0,0,,Firefox,desktop,false,not available in demo dataset,New Zealand,,Home,3.10951E+18,Direct,Not Socially Engaged
1.0,1472902760.0,11:39:20,09/03/2016,1,1,0,0,,Internet Explorer,desktop,false,not available in demo dataset,Canada,North America,Home,9.20482E+17,Display,Not Socially Engaged
3.0,1472909880.0,13:38:00,09/03/2016,1,0,0,0,,Safari,mobile,true,not available in demo dataset,United States,North America,Home,6.16663E+18,Paid Search,Not Socially Engaged
1.0,1472964171.0,04:42:51,09/03/2016,1,1,0,0,,Chrome,mobile,true,(not set),United States,North America,Home,7.30854E+17,Direct,Not Socially Engaged
1.0,1486905599.0,13:19:59,02/12/2017,1,1,0,0,,Safari,desktop,false,New York,United States,North America,Home,6.58826E+18,Affiliates,Not Socially Engaged
3.0,1500720566.0,10:49:26,07/22/2017,1,0,0,0,/analytics/web/,Chrome,desktop,false,not available in demo dataset,Finland,,Home,5.59981E+18,Referral,Not Socially Engaged
1.0,1500757828.0,21:10:28,07/22/2017,1,1,0,0,,Chrome,desktop,false,New York,United States,North America,Home,5.19582E+18,Organic Search,Not Socially Engaged
1.0,1500789165.0,05:52:45,07/22/2017,1,1,0,0,/YKEI_mrn/items/c10b14f9a69ff71b1b7a,Chrome,mobile,true,not available in demo dataset,Japan,APAC,Home,7.41237E+18,Referral,Not Socially Engaged
1.0,1500738777.0,15:52:57,07/22/2017,1,1,0,0,,Chrome,desktop,false,Chicago,United States,North America,Home,2.68364E+18,Affiliates,Not Socially Engaged
1.0,1472897470.0,10:11:10,09/03/2016,1,1,0,0,,Internet Explorer,desktop,false,not available in demo dataset,Germany,EMEA,Home,9.66931E+18,Direct,Not Socially Engaged
1.0,1472897309.0,10:08:29,09/03/2016,1,1,0,0,,Chrome,desktop,false,not available in demo dataset,Bulgaria,,Home,7.32002E+18,Affiliates,Not Socially Engaged
1.0,1472941376.0,22:22:56,09/03/2016,1,1,0,0,,Safari (in-app),mobile,true,San Francisco,United States,North America,Home,5.46716E+18,Direct,Not Socially Engaged
3.0,1486911263.0,14:54:23,02/12/2017,1,0,0,0,,Chrome,mobile,true,not available in demo dataset,India,APAC,Home,8.88124E+17,Organic Search,Not Socially Engaged
2.0,1500785037.0,04:43:57,07/22/2017,1,0,0,0,,Firefox,desktop,false,London,Canada,North America,Home,5.4818E+18,Organic Search,Not Socially Engaged
1.0,1500767068.0,23:44:28,07/22/2017,1,1,0,0,,Safari,mobile,true,not available in demo dataset,United States,North America,Home,1.39481E+18,Organic Search,Not Socially Engaged
1.0,1500750997.0,19:16:37,07/22/2017,1,1,0,0,/,Chrome,desktop,false,Seoul,South Korea,,Home,7.55661E+18,Referral,Not Socially Engaged
2.0,1500760088.0,21:48:08,07/22/2017,1,0,0,0,,Chrome,desktop,false,San Francisco,United States,North America,Home,5.30277E+18,Direct,Not Socially Engaged
1.0,1500752071.0,19:34:31,07/22/2017,1,1,0,0,,Chrome,mobile,true,not available in demo dataset,Peru,,Home,4.95593E+18,Direct,Not Socially Engaged
1.0,1500744274.0,17:24:34,07/22/2017,1,1,0,0,,Chrome,mobile,true,La Victoria,Peru,,Home,4.56232E+18,Organic Search,Not Socially Engaged
1.0,1472924079.0,17:34:39,09/03/2016,1,1,0,0,,Safari,mobile,true,not available in demo dataset,United States,North America,Home,7.21033E+18,Organic Search,Not Socially Engaged
1.0,1472946947.0,23:55:47,09/03/2016,1,1,0,0,,Chrome,mobile,true,Karachi,Pakistan,,Home,3.07949E+17,Direct,Not Socially Engaged
1.0,1486892883.0,09:48:03,02/12/2017,1,1,0,0,,Internet Explorer,desktop,false,not available in demo dataset,Austria,,Home,7.65754E+18,Direct,Not Socially Engaged
3.0,1500781267.0,03:41:07,07/22/2017,1,0,0,0,,Safari,mobile,true,San Francisco,United States,North America,Home,6.26652E+18,Organic Search,Not Socially Engaged
3.0,1500780636.0,03:30:36,07/22/2017,1,0,0,0,,Safari,tablet,true,not available in demo dataset,United States,North America,Home,2.3276E+18,Organic Search,Not Socially Engaged
1.0,1486893878.0,10:04:38,02/12/2017,1,1,0,0,,Edge,desktop,false,not available in demo dataset,Greece,,Home,2.1477E+18,Direct,Not Socially Engaged
1.0,1486908530.0,14:08:50,02/12/2017,1,1,0,0,,Chrome,desktop,false,(not set),United States,North America,Home,9.67502E+17,Direct,Not Socially Engaged
1.0,1486959319.0,04:15:19,02/12/2017,1,1,0,0,,Safari,mobile,true,not available in demo dataset,United States,North America,Home,4.2918E+18,Organic Search,Not Socially Engaged
1.0,1486912743.0,15:19:03,02/12/2017,1,1,0,0,,Chrome,mobile,true,not available in demo dataset,United States,North America,Home,9.89862E+18,Direct,Not Socially Engaged
8.0,1500754920.0,20:22:00,07/22/2017,1,0,0,0,,Chrome,mobile,true,Los Angeles,India,APAC,Home,6.73188E+17,Organic Search,Not Socially Engaged
3.0,1500760980.0,22:03:00,07/22/2017,1,0,0,0,,Firefox,desktop,false,London,Canada,North America,Home,9.93731E+18,Affiliates,Not Socially Engaged
4.0,1486929990.0,20:06:30,02/12/2017,1,0,0,0,/analytics/web/,Chrome,desktop,false,not available in demo dataset,Sweden,EMEA,Page Unavailable,6.84186E+18,Referral,Not Socially Engaged
1.0,1486908634.0,14:10:34,02/12/2017,1,1,0,0,,Opera Mini,mobile,true,not available in demo dataset,India,APAC,Home,7.39719E+18,Direct,Not Socially Engaged
1.0,1486948014.0,01:06:54,02/12/2017,1,1,0,0,,Safari,desktop,false,not available in demo dataset,United States,North America,Home,7.63628E+18,Affiliates,Not Socially Engaged
2.0,1500755815.0,20:36:55,07/22/2017,1,0,0,0,,Safari,desktop,false,London,Canada,North America,Home,6.02859E+18,Affiliates,Not Socially Engaged
1.0,1500768002.0,00:00:02,07/22/2017,1,1,0,0,/YKEI_mrn/items/c10b14f9a69ff71b1b7a,Chrome,desktop,false,not available in demo dataset,Japan,APAC,Home,2.66754E+18,Referral,Not Socially Engaged
2.0,1486920166.0,17:22:46,02/12/2017,1,0,0,0,,Amazon Silk,mobile,true,not available in demo dataset,United Kingdom,EMEA,Home,5.87254E+18,Organic Search,Not Socially Engaged
2.0,1486890244.0,09:04:04,02/12/2017,1,0,0,0,,Chrome,desktop,false,not available in demo dataset,Poland,EMEA,Home,7.16583E+17,Organic Search,Not Socially Engaged
1.0,1500753136.0,19:52:16,07/22/2017,1,1,0,0,,0,desktop,false,(not set),Singapore,APAC,Home,5.82479E+18,Direct,Not Socially Engaged
2.0,1500736653.0,15:17:33,07/22/2017,1,0,0,0,,Safari,mobile,true,San Francisco,United States,North America,Home,6.26652E+18,Organic Search,Not Socially Engaged
1.0,1472940051.0,22:00:51,09/03/2016,1,1,0,0,,Firefox,desktop,false,not available in demo dataset,Ireland,EMEA,Home,5.89983E+18,Organic Search,Not Socially Engaged
2.0,1472932393.0,19:53:13,09/03/2016,1,0,0,0,,Safari,mobile,true,not available in demo dataset,United States,North America,Home,3.33217E+18,Organic Search,Not Socially Engaged
2.0,1472889851.0,08:04:11,09/03/2016,1,0,0,0,,Chrome,desktop,false,not available in demo dataset,Singapore,APAC,Home,3.24987E+17,Organic Search,Not Socially Engaged
1.0,1486910546.0,14:42:26,02/12/2017,1,1,0,0,,Chrome,desktop,false,not available in demo dataset,Vietnam,,Home,2.44751E+18,Affiliates,Not Socially Engaged
2.0,1486966420.0,06:13:40,02/12/2017,1,0,0,0,,Safari,desktop,false,(not set),Taiwan,APAC,Home,2.05373E+18,Direct,Not Socially Engaged
1.0,1486895895.0,10:38:15,02/12/2017,1,1,0,0,,Chrome,desktop,false,not available in demo dataset,Turkey,EMEA,Home,8.84201E+18,Organic Search,Not Socially Engaged
3.0,1486910948.0,14:49:08,02/12/2017,1,0,0,0,,Safari,mobile,true,Los Angeles,United States,North America,Home,7.29244E+18,Direct,Not Socially Engaged
1.0,1486945813.0,00:30:13,02/12/2017,1,1,0,0,,Chrome,desktop,false,not available in demo dataset,United States,North America,Home,8.26641E+17,Affiliates,Not Socially Engaged
1.0,1500724664.0,11:57:44,07/22/2017,1,1,0,0,,Chrome,mobile,true,(not set),United States,North America,Home,7.21091E+18,Direct,Not Socially Engaged
1.0,1500756647.0,20:50:47,07/22/2017,1,1,0,0,,Chrome,desktop,false,not available in demo dataset,United States,North America,Home,5.8906E+18,Organic Search,Not Socially Engaged
2.0,1500759761.0,21:42:41,07/22/2017,1,0,0,0,,Chrome,desktop,false,La Victoria,Peru,,Home,2.17295E+18,Direct,Not Socially Engaged
1.0,1500736335.0,15:12:15,07/22/2017,1,1,0,0,/analytics/web/,Edge,desktop,false,not available in demo dataset,Italy,EMEA,Home,9.9421E+18,Referral,Not Socially Engaged
1.0,1500741012.0,16:30:12,07/22/2017,1,1,0,0,,Chrome,desktop,false,not available in demo dataset,Poland,EMEA,Home,3.66742E+17,Organic Search,Not Socially Engaged
3.0,1500743024.0,17:03:44,07/22/2017,1,0,0,0,,Chrome,desktop,false,Bogota,Colombia,,Home,6.92277E+18,Direct,Not Socially Engaged
1.0,1500792671.0,06:51:11,07/22/2017,1,1,0,0,,Chrome,mobile,true,Hong Kong,Hong Kong,,Home,3.38214E+16,Organic Search,Not Socially Engaged
2.0,1500761302.0,22:08:22,07/22/2017,1,0,0,0,,Safari,mobile,true,not available in demo dataset,United States,North America,Home,9.56805E+18,Direct,Not Socially Engaged
1.0,1500729859.0,13:24:19,07/22/2017,1,1,0,0,,Chrome,desktop,false,Florianopolis,Brazil,South America,Home,9.50389E+18,Direct,Not Socially Engaged
1.0,1500767000.0,23:43:20,07/22/2017,1,1,0,0,/gopher,Chrome,desktop,false,not available in demo dataset,United States,North America,Home,6.97918E+18,Referral,Not Socially Engaged
1.0,1472963423.0,04:30:23,09/03/2016,1,1,0,0,,Chrome,desktop,false,(not set),United States,North America,Home,7.3834E+18,Direct,Not Socially Engaged
1.0,1486948179.0,01:09:39,02/12/2017,1,1,0,0,,Firefox,desktop,false,not available in demo dataset,United States,North America,Home,3.28871E+18,Affiliates,Not Socially Engaged
1.0,1486929505.0,19:58:25,02/12/2017,1,1,0,0,,Chrome,mobile,true,not available in demo dataset,Canada,North America,Home,5.15979E+18,Direct,Not Socially Engaged
26.0,1486942114.0,23:28:34,02/12/2017,1,0,0,0,,Chrome,desktop,false,Minato,Japan,APAC,Home,9.53454E+18,Direct,Not Socially Engaged
1.0,1486958254.0,03:57:34,02/12/2017,1,1,0,0,/gopher,Chrome,desktop,false,Moscow,Russia,EMEA,Home,8.17715E+18,Referral,Not Socially Engaged
4.0,1486940284.0,22:58:04,02/12/2017,1,0,0,0,,Chrome,desktop,false,not available in demo dataset,United States,North America,Home,2.42058E+18,Display,Not Socially Engaged
1.0,1486910814.0,14:46:54,02/12/2017,1,1,0,0,/YKEI_mrn/items/c10b14f9a69ff71b1b7a,Firefox,desktop,false,not available in demo dataset,Japan,APAC,Home,8.60363E+18,Referral,Not Socially Engaged
1.0,1500789509.0,05:58:29,07/22/2017,1,1,0,0,,Android Webview,mobile,true,(not set),Taiwan,APAC,Home,6.89658E+17,Affiliates,Not Socially Engaged
1.0,1500731841.0,13:57:21,07/22/2017,1,1,0,0,,Chrome,desktop,false,Mumbai,India,APAC,Home,1.83895E+18,Organic Search,Not Socially Engaged
4.0,1500758986.0,21:29:46,07/22/2017,1,0,0,0,/,Chrome,desktop,false,Palo Alto,United States,North America,Home,9.2501E+18,Referral,Not Socially Engaged
1.0,1472959295.0,03:21:35,09/03/2016,1,1,0,0,/analytics/web/,Chrome,desktop,false,(not set),Taiwan,APAC,Page Unavailable,5.35561E+17,Referral,Not Socially Engaged
1.0,1486915002.0,15:56:42,02/12/2017,1,1,0,0,,Safari,mobile,true,not available in demo dataset,Australia,APAC,Home,5.96491E+18,Organic Search,Not Socially Engaged
1.0,1486942863.0,23:41:03,02/12/2017,1,1,0,0,,Internet Explorer,desktop,false,not available in demo dataset,Canada,North America,Home,6.93852E+18,Direct,Not Socially Engaged
1.0,1486950209.0,01:43:29,02/12/2017,1,1,0,0,,Chrome,desktop,false,(not set),Taiwan,APAC,Home,2.08953E+18,Affiliates,Not Socially Engaged
1.0,1500728978.0,13:09:38,07/22/2017,1,1,0,0,,Chrome,desktop,false,Hong Kong,Hong Kong,,Home,9.95329E+18,Affiliates,Not Socially Engaged
1.0,1500744909.0,17:35:09,07/22/2017,1,1,0,0,,Chrome,desktop,false,not available in demo dataset,United Kingdom,EMEA,Home,6.52366E+17,Direct,Not Socially Engaged
1.0,1472946979.0,23:56:19,09/03/2016,1,1,0,0,,Safari,desktop,false,not available in demo dataset,Mexico,Central America,Home,7.67354E+18,Direct,Not Socially Engaged
14.0,1486917683.0,16:41:23,02/12/2017,1,0,0,0,,Chrome,desktop,false,not available in demo dataset,France,EMEA,Home,7.07974E+18,Organic Search,Not Socially Engaged
1.0,1486933789.0,21:09:49,02/12/2017,1,1,0,0,,Chrome,desktop,false,not available in demo dataset,Netherlands,EMEA,Home,1.76889E+18,Affiliates,Not Socially Engaged
1.0,1500783675.0,04:21:15,07/22/2017,1,1,0,0,,Firefox,desktop,false,not available in demo dataset,Russia,EMEA,Home,6.07238E+18,Organic Search,Not Socially Engaged
1.0,1500787344.0,05:22:24,07/22/2017,1,1,0,0,,Chrome,desktop,false,not available in demo dataset,New Zealand,,Home,2.47449E+18,Affiliates,Not Socially Engaged
1.0,1500727515.0,12:45:15,07/22/2017,1,1,0,0,,Chrome,mobile,true,(not set),United States,North America,Home,5.33211E+18,Direct,Not Socially Engaged
1.0,1500773944.0,01:39:04,07/22/2017,1,1,0,0,,Safari,mobile,true,not available in demo dataset,Japan,APAC,Home,1.0545E+18,Direct,Not Socially Engaged
1.0,1472897067.0,10:04:27,09/03/2016,1,1,0,0,,Chrome,desktop,false,not available in demo dataset,United Kingdom,EMEA,Home,4.15785E+18,Organic Search,Not Socially Engaged
59.0,1472939613.0,21:53:33,09/03/2016,1,0,0,0,,Chrome,desktop,false,not available in demo dataset,United States,North America,Home,9.49719E+17,Direct,Not Socially Engaged
1.0,1472904471.0,12:07:51,09/03/2016,1,1,0,0,,Chrome,mobile,true,London,United Kingdom,EMEA,Home,6.2155E+17,Organic Search,Not Socially Engaged
1.0,1472936081.0,20:54:41,09/03/2016,1,1,0,0,/imgres,Chrome,desktop,false,not available in demo dataset,France,EMEA,Home,7.04969E+18,Referral,Not Socially Engaged
1.0,1486917405.0,16:36:45,02/12/2017,1,1,0,0,,Chrome,desktop,false,Hyderabad,India,APAC,Home,5.61815E+18,Affiliates,Not Socially Engaged
1.0,1486966376.0,06:12:56,02/12/2017,1,1,0,0,,Safari,tablet,true,not available in demo dataset,Ukraine,,Home,8.6897E+16,Affiliates,Not Socially Engaged
2.0,1486887168.0,08:12:48,02/12/2017,1,0,0,0,/permissions/using-the-logo.html,Chrome,desktop,false,not available in demo dataset,United States,North America,Home,3.31822E+17,Referral,Not Socially Engaged
1.0,1486932422.0,20:47:02,02/12/2017,1,1,0,0,/analytics/web/,Chrome,desktop,false,not available in demo dataset,Russia,EMEA,Page Unavailable,1.37201E+18,Referral,Not Socially Engaged
1.0,1486960151.0,04:29:11,02/12/2017,1,1,0,0,,Chrome,desktop,false,not available in demo dataset,United States,North America,Home,8.42717E+18,Affiliates,Not Socially Engaged
2.0,1500774278.0,01:44:38,07/22/2017,1,0,0,0,,Safari,desktop,false,San Jose,United States,North America,Home,4.38497E+18,Organic Search,Not Socially Engaged
1.0,1500719556.0,10:32:36,07/22/2017,1,1,0,0,/analytics/web/,Chrome,desktop,false,Paris,France,EMEA,Home,2.83741E+17,Referral,Not Socially Engaged
1.0,1500770165.0,00:36:05,07/22/2017,1,1,0,0,,Chrome,desktop,false,not available in demo dataset,United States,North America,Home,6.09764E+18,Affiliates,Not Socially Engaged
1.0,1500740047.0,16:14:07,07/22/2017,1,1,0,0,/analytics/web/,Chrome,desktop,false,not available in demo dataset,Spain,EMEA,Home,3.95373E+18,Referral,Not Socially Engaged
1.0,1472961381.0,03:56:21,09/03/2016,1,1,0,0,,Safari,mobile,true,not available in demo dataset,Canada,North America,Home,8.30376E+18,Organic Search,Not Socially Engaged
1.0,1472954936.0,02:08:56,09/03/2016,1,1,0,0,,Firefox,desktop,false,(not set),(not set),,Home,8.08559E+18,Direct,Not Socially Engaged
1.0,1472909346.0,13:29:06,09/03/2016,1,1,0,0,,Safari (in-app),mobile,true,not available in demo dataset,United States,North America,Home,4.80069E+18,Direct,Not Socially Engaged
1.0,1486952350.0,02:19:10,02/12/2017,1,1,0,0,/class_sections/88396/assignments/1730911,Chrome,desktop,false,not available in demo dataset,United States,North America,Home,2.39836E+18,Referral,Not Socially Engaged
1.0,1500731693.0,13:54:53,07/22/2017,1,1,0,0,/sticker,Safari (in-app),tablet,true,not available in demo dataset,Japan,APAC,Home,3.33227E+17,Referral,Not Socially Engaged
2.0,1500755374.0,20:29:34,07/22/2017,1,0,0,0,,Chrome,desktop,false,San Francisco,United States,North America,Home,4.61082E+18,Organic Search,Not Socially Engaged
1.0,1500753129.0,19:52:09,07/22/2017,1,1,0,0,,0,desktop,false,San Francisco,United States,North America,Home,8.04689E+18,Direct,Not Socially Engaged
1.0,1472918639.0,16:03:59,09/03/2016,1,1,0,0,,Chrome,desktop,false,not available in demo dataset,Canada,North America,Home,8.47368E+16,Display,Not Socially Engaged
1.0,1486936540.0,21:55:40,02/12/2017,1,1,0,0,,Chrome,desktop,false,not available in demo dataset,United States,North America,Home,6.39273E+17,Paid Search,Not Socially Engaged
1.0,1500732224.0,14:03:44,07/22/2017,1,1,0,0,/YKEI_mrn/items/c10b14f9a69ff71b1b7a,Chrome,desktop,false,not available in demo dataset,Japan,APAC,Home,5.91016E+17,Referral,Not Socially Engaged
3.0,1486938242.0,22:24:02,02/12/2017,1,0,0,0,/analytics/web/,Chrome,desktop,false,not available in demo dataset,Netherlands,EMEA,Page Unavailable,4.61772E+18,Referral,Not Socially Engaged
1.0,1486913610.0,15:33:30,02/12/2017,1,1,0,0,,Chrome,desktop,false,not available in demo dataset,Bulgaria,,Home,7.6384E+17,Direct,Not Socially Engaged
1.0,1486964711.0,05:45:11,02/12/2017,1,1,0,0,,Chrome,desktop,false,not available in demo dataset,United States,North America,Home,1.79805E+18,Organic Search,Not Socially Engaged
2.0,1486948830.0,01:20:30,02/12/2017,1,0,0,0,,Chrome,mobile,true,not available in demo dataset,United States,North America,Home,9.88521E+18,Direct,Not Socially Engaged
2.0,1486909058.0,14:17:38,02/12/2017,1,0,0,0,,Chrome,mobile,true,not available in demo dataset,Czechia,,Home,9.41893E+17,Organic Search,Not Socially Engaged
3.0,1500743801.0,17:16:41,07/22/2017,1,0,0,0,,Chrome,desktop,false,(not set),Peru,,Home,6.90679E+18,Direct,Not Socially Engaged
1.0,1500753048.0,19:50:48,07/22/2017,1,1,0,0,,Safari,mobile,true,San Francisco,United States,North America,Home,2.39912E+18,Organic Search,Not Socially Engaged
1.0,1500725275.0,12:07:55,07/22/2017,1,1,0,0,,Safari,mobile,true,not available in demo dataset,United Kingdom,EMEA,Home,8.18128E+18,Organic Search,Not Socially Engaged
1.0,1472929986.0,19:13:06,09/03/2016,1,1,0,0,,Safari,mobile,true,not available in demo dataset,Germany,EMEA,Home,4.26356E+18,Organic Search,Not Socially Engaged
1.0,1500708800.0,07:33:20,07/22/2017,1,1,0,0,,Safari,desktop,false,(not set),United States,North America,Home,9.33863E+18,Direct,Not Socially Engaged
4.0,1500710641.0,08:04:01,07/22/2017,1,0,0,0,,Chrome,mobile,true,not available in demo dataset,United States,North America,Home,7.44696E+18,Organic Search,Not Socially Engaged
1.0,1472903294.0,11:48:14,09/03/2016,1,1,0,0,,Internet Explorer,desktop,false,not available in demo dataset,Sweden,EMEA,Home,9.75408E+18,Organic Search,Not Socially Engaged
3.0,1486900235.0,11:50:35,02/12/2017,1,0,0,0,,Chrome,desktop,false,(not set),Singapore,APAC,Home,3.12336E+18,Affiliates,Not Socially Engaged
3.0,1486954657.0,02:57:37,02/12/2017,1,0,0,0,,Chrome,desktop,false,not available in demo dataset,Sri Lanka,,Home,2.93872E+18,Affiliates,Not Socially Engaged
1.0,1500773909.0,01:38:29,07/22/2017,1,1,0,0,,Chrome,desktop,false,not available in demo dataset,United States,North America,Home,4.595E+18,Direct,Not Socially Engaged
16.0,1500749315.0,18:48:35,07/22/2017,1,0,0,0,/analytics/web/,Chrome,desktop,false,Sofia,Bulgaria,,Home,3.13857E+18,Referral,Not Socially Engaged
1.0,1500756445.0,20:47:25,07/22/2017,1,1,0,0,,Edge,desktop,false,not available in demo dataset,United Kingdom,EMEA,Home,8.05762E+17,Organic Search,Not Socially Engaged
2.0,1500773227.0,01:27:07,07/22/2017,1,0,0,0,,Chrome,mobile,true,San Diego,United States,North America,Home,9.96781E+18,Organic Search,Not Socially Engaged
7.0,1500736211.0,15:10:11,07/22/2017,1,0,0,0,/analytics/web/,Chrome,desktop,false,Sofia,Bulgaria,,Home,7.35693E+18,Referral,Not Socially Engaged
1.0,1472918413.0,16:00:13,09/03/2016,1,1,0,0,,Chrome,desktop,false,(not set),Albania,,Home,8.07583E+17,Direct,Not Socially Engaged
1.0,1472958850.0,03:14:10,09/03/2016,1,1,0,0,,Chrome,desktop,false,not available in demo dataset,United States,North America,Home,1.76447E+18,Direct,Not Socially Engaged
1.0,1472928592.0,18:49:52,09/03/2016,1,1,0,0,,Safari,mobile,true,not available in demo dataset,United States,North America,Home,3.72902E+18,Organic Search,Not Socially Engaged
1.0,1472919314.0,16:15:14,09/03/2016,1,1,0,0,/YKEI_mrn/items/c10b14f9a69ff71b1b7a,Chrome,desktop,false,not available in demo dataset,Japan,APAC,Home,1.94947E+18,Referral,Not Socially Engaged
1.0,1486896133.0,10:42:13,02/12/2017,1,1,0,0,,Chrome,mobile,true,not available in demo dataset,Germany,EMEA,Home,6.49792E+18,Direct,Not Socially Engaged
1.0,1500764310.0,22:58:30,07/22/2017,1,1,0,0,,Chrome,mobile,true,San Francisco,United States,North America,Home,3.71667E+18,Direct,Not Socially Engaged
1.0,1500723008.0,11:30:08,07/22/2017,1,1,0,0,,Safari,desktop,false,(not set),United States,North America,Home,5.80471E+18,Direct,Not Socially Engaged
1.0,1500751900.0,19:31:40,07/22/2017,1,1,0,0,,Safari,mobile,true,San Francisco,United States,North America,Home,8.23106E+17,Direct,Not Socially Engaged
2.0,1500756162.0,20:42:42,07/22/2017,1,0,0,0,,Chrome,desktop,false,Sofia,Bulgaria,,Home,6.52001E+18,Affiliates,Not Socially Engaged
1.0,1472920882.0,16:41:22,09/03/2016,1,1,0,0,,Chrome,mobile,true,not available in demo dataset,United States,North America,Home,2.92939E+18,Organic Search,Not Socially Engaged
1.0,1472911900.0,14:11:40,09/03/2016,1,1,0,0,,Chrome,desktop,false,not available in demo dataset,United Kingdom,EMEA,Home,1.58715E+18,Organic Search,Not Socially Engaged
1.0,1486904519.0,13:01:59,02/12/2017,1,1,0,0,,Chrome,mobile,true,(not set),United States,North America,Home,1.34356E+18,Direct,Not Socially Engaged
1.0,1486942327.0,23:32:07,02/12/2017,1,1,0,0,,Safari (in-app),mobile,true,San Francisco,United States,North America,Home,8.79127E+18,Direct,Not Socially Engaged
1.0,1500774342.0,01:45:42,07/22/2017,1,1,0,0,,Chrome,desktop,false,not available in demo dataset,United States,North America,Home,9.86081E+17,Organic Search,Not Socially Engaged
2.0,1500752013.0,19:33:33,07/22/2017,1,0,0,0,,Chrome,desktop,false,not available in demo dataset,United States,North America,Home,2.4216E+17,Direct,Not Socially Engaged
1.0,1500724257.0,11:50:57,07/22/2017,1,1,0,0,/sticker,Firefox,desktop,false,not available in demo dataset,Japan,APAC,Home,8.73579E+18,Referral,Not Socially Engaged
5.0,1500742063.0,16:47:43,07/22/2017,1,0,0,0,,Chrome,mobile,true,San Francisco,United States,North America,Home,7.33622E+18,Direct,Not Socially Engaged
1.0,1500768014.0,00:00:14,07/22/2017,1,1,0,0,,Safari,tablet,true,not available in demo dataset,Taiwan,APAC,Home,1.68567E+18,Organic Search,Not Socially Engaged
1.0,1500784844.0,04:40:44,07/22/2017,1,1,0,0,,Safari,mobile,true,not available in demo dataset,South Korea,,Home,9.19263E+18,Direct,Not Socially Engaged
1.0,1472965046.0,04:57:26,09/03/2016,1,1,0,0,,Chrome,desktop,false,(not set),United States,North America,Home,9.39352E+18,Direct,Not Socially Engaged
1.0,1486963655.0,05:27:35,02/12/2017,1,1,0,0,,Chrome,desktop,false,not available in demo dataset,United States,North America,Home,8.04248E+18,Organic Search,Not Socially Engaged
1.0,1500766414.0,23:33:34,07/22/2017,1,1,0,0,/permissions/using-the-logo.html,Safari,desktop,false,not available in demo dataset,Germany,EMEA,Home,7.82934E+18,Referral,Not Socially Engaged
